system:index,LC_Prop1,LC_Prop1_Assessment,LC_Prop2,LC_Prop2_Assessment,LC_Prop3,LC_Prop3_Assessment,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,LW,Latitude,Longitude,QC,ID,mode,.geo
000000000000000000a1,22,99,20,99,20,99,9,9,4,4,4,2,4.856948433,28.75990513,0,162,7,"{""type"":""Point"",""coordinates"":[28.759904196319358,4.856946508535373]}"
000000000000000000a2,31,99,36,99,30,99,12,12,3,5,8,2,8.277084829,4.321694088,0,163,7,"{""type"":""Point"",""coordinates"":[4.321693854483944,8.277085934730469]}"
000000000000000000a3,31,99,30,99,30,99,10,10,1,6,6,2,9.417130294,25.61439282,0,164,7,"{""type"":""Point"",""coordinates"":[25.61439188580389,9.417130923761817]}"
000000000000000000a4,22,91,20,91,20,91,9,9,4,4,4,2,5.980228524,31.17952999,0,165,7,"{""type"":""Point"",""coordinates"":[31.179528364546474,5.980229736706818]}"
000000000000000000a5,31,99,30,99,30,99,10,10,1,6,6,2,8.344146327,41.90653352,0,166,7,"{""type"":""Point"",""coordinates"":[41.90653360006119,8.344146355473239]}"
000000000000000000a6,31,99,30,99,30,99,10,10,1,6,6,2,1.420046662,41.269659,0,167,7,"{""type"":""Point"",""coordinates"":[41.269658033001726,1.4200453214803743]}"
000000000000000000a7,43,88,40,88,40,88,7,7,2,4,5,2,7.304693108,47.2297082,0,168,7,"{""type"":""Point"",""coordinates"":[47.2297103374417,7.304694227106579]}"
000000000000000000a8,1,99,1,99,1,99,16,15,9,7,11,2,3.297768605,36.98662964,0,169,7,"{""type"":""Point"",""coordinates"":[36.9866290437522,3.29776831598538]}"
000000000000000000a9,31,99,36,99,30,99,12,12,1,6,7,2,9.802733908,39.64821699,0,170,10,"{""type"":""Point"",""coordinates"":[39.64821741244247,9.802731687358548]}"
000000000000000000aa,31,99,36,99,30,99,12,12,3,5,8,2,1.252392917,34.08307982,0,171,7,"{""type"":""Point"",""coordinates"":[34.083080933699875,1.252392040072916]}"
000000000000000000ab,21,99,20,99,20,99,8,8,4,2,2,2,8.092665709,-11.153066,0,172,1,"{""type"":""Point"",""coordinates"":[-11.153067882070403,8.092666433362055]}"
000000000000000000ac,22,81,25,87,20,81,14,14,4,2,2,2,2.107427016,32.87326739,0,173,7,"{""type"":""Point"",""coordinates"":[32.87326884958632,2.107429126172217]}"
000000000000000000ad,31,99,30,99,30,99,10,10,1,6,6,2,8.876353,10.11271,0,174,7,"{""type"":""Point"",""coordinates"":[10.112710556189892,8.876353443505167]}"
000000000000000000ae,22,95,20,95,20,95,9,9,4,4,4,2,10.49795106,-8.98624262,0,175,7,"{""type"":""Point"",""coordinates"":[-8.98624352986629,10.497950132601295]}"
000000000000000000af,31,99,30,99,30,99,10,10,1,6,6,2,12.49303063,36.34139635,0,176,7,"{""type"":""Point"",""coordinates"":[36.3413971213186,12.493032207731941]}"
000000000000000000b0,31,94,30,94,30,94,10,10,1,6,6,2,16.26523989,-10.76063418,0,177,7,"{""type"":""Point"",""coordinates"":[-10.76063577565979,16.265239957601857]}"
000000000000000000b1,31,99,30,99,30,99,10,10,1,6,6,2,12.89539962,9.241597962,0,178,7,"{""type"":""Point"",""coordinates"":[9.24159841079292,12.89539919128963]}"
000000000000000000b2,31,99,30,99,30,99,10,10,1,6,6,2,12.32537688,28.75990513,0,179,7,"{""type"":""Point"",""coordinates"":[28.759904196319358,12.325378926324483]}"
000000000000000000b3,1,99,1,99,1,99,16,15,9,7,11,2,16.48318976,-6.244001116,0,180,7,"{""type"":""Point"",""coordinates"":[-6.2439989413213,16.48319189889219]}"
000000000000000000b4,1,99,1,99,1,99,16,15,9,7,11,2,14.68929469,13.11299773,0,181,7,"{""type"":""Point"",""coordinates"":[13.112998863596735,14.689295545090907]}"
000000000000000000b5,43,99,40,99,40,99,7,7,2,2,5,2,10.95061618,49.89129554,0,182,13,"{""type"":""Point"",""coordinates"":[49.89129424703091,10.950615776041854]}"
000000000000000000b6,31,99,30,99,30,99,10,10,1,6,6,2,14.772674,-15.403516,0,183,7,"{""type"":""Point"",""coordinates"":[-15.403514219922391,14.772671816588238]}"
000000000000000000b7,31,99,30,99,30,99,10,10,1,6,6,2,12.69421512,-1.485405566,0,184,7,"{""type"":""Point"",""coordinates"":[-1.4854068247217835,12.694213469960259]}"
000000000000000000b8,31,99,30,99,30,99,10,10,1,6,6,2,12.00683477,16.90374334,0,185,7,"{""type"":""Point"",""coordinates"":[16.903743096545824,12.00683412436947]}"
000000000000000000b9,31,99,30,99,30,99,10,10,1,6,6,2,10.69913556,39.4062545,0,186,10,"{""type"":""Point"",""coordinates"":[39.406253211979326,10.699135853930665]}"
000000000000000000ba,31,99,30,99,30,99,10,10,1,6,6,2,14.03544508,-8.824934296,0,187,7,"{""type"":""Point"",""coordinates"":[-8.824935549257882,14.035444180320976]}"
000000000000000000bb,31,99,36,99,30,99,12,12,3,5,8,2,10.96738155,16.33916421,0,188,7,"{""type"":""Point"",""coordinates"":[16.339162934865886,10.96738199600281]}"
000000000000000000bc,31,99,30,99,30,99,10,10,1,6,6,2,12.02360014,20.3718723,0,189,7,"{""type"":""Point"",""coordinates"":[20.371871368278104,12.023600344330427]}"
000000000000000000bd,1,99,1,99,1,99,16,15,9,7,11,2,19.61831479,-11.64782996,0,190,7,"{""type"":""Point"",""coordinates"":[-11.647831898556543,19.618314503953123]}"
000000000000000000be,1,99,1,99,1,99,16,15,9,7,11,2,17.82441972,-8.58297181,0,191,7,"{""type"":""Point"",""coordinates"":[-8.582971348794748,17.824418150151853]}"
000000000000000000bf,1,99,1,99,1,99,16,15,9,7,11,2,18.24355408,-0.678863947,0,192,7,"{""type"":""Point"",""coordinates"":[-0.6788624625787075,18.24355581277155]}"
000000000000000000c0,1,99,1,99,1,99,16,15,9,7,11,2,17.10350861,10.2094479,0,193,13,"{""type"":""Point"",""coordinates"":[10.209446294443346,17.103510823740205]}"
000000000000000000c1,1,99,1,99,1,99,16,15,9,7,11,2,16.019673,20.094195,0,194,7,"{""type"":""Point"",""coordinates"":[20.094194227477928,16.01967280348754]}"
000000000000000000c2,1,99,1,99,1,99,16,15,9,7,11,2,17.38851998,27.06616773,0,195,7,"{""type"":""Point"",""coordinates"":[27.066168170380585,17.388518726672253]}"
000000000000000000c3,1,99,1,99,1,99,16,15,9,7,11,2,19.43389567,34.64765895,0,196,13,"{""type"":""Point"",""coordinates"":[34.64766109537982,19.433895002584713]}"
000000000000000000c4,1,99,1,99,1,99,16,15,9,7,11,2,16.03052465,46.90709155,0,197,13,"{""type"":""Point"",""coordinates"":[46.90708991712384,16.03052625545163]}"
000000000000000000c5,1,99,1,99,1,99,16,15,9,7,11,2,18.98123056,51.10110797,0,198,13,"{""type"":""Point"",""coordinates"":[51.10110633114446,18.98122935914416]}"
000000000000000000c6,1,99,1,99,1,99,16,15,9,7,11,2,10.51471644,50.05260387,0,199,7,"{""type"":""Point"",""coordinates"":[50.052602227639305,10.514716352562251]}"
000000000000000000c7,1,99,1,99,1,99,16,15,9,7,11,2,19.45066104,53.52073283,0,200,13,"{""type"":""Point"",""coordinates"":[53.52073495847264,19.45066122254567]}"
000000000000000000c8,1,99,1,99,1,99,16,15,9,7,11,2,29.81949928,-4.146992908,0,201,13,"{""type"":""Point"",""coordinates"":[-4.146990734310989,29.819498084144445]}"
000000000000000000c9,1,99,1,99,1,99,16,15,9,7,11,2,28.27708483,-5.034188688,0,202,13,"{""type"":""Point"",""coordinates"":[-5.0341868572077395,28.277086111555402]}"
000000000000000000ca,1,99,1,99,1,99,16,15,9,7,11,2,22.12419239,-13.74483817,0,203,13,"{""type"":""Point"",""coordinates"":[-13.74484010556686,22.124191063857054]}"
000000000000000000cb,1,99,1,99,1,99,16,15,9,7,11,2,23.13011486,8.918981315,0,204,13,"{""type"":""Point"",""coordinates"":[8.91898244957611,23.13011521140286]}"
000000000000000000cc,1,99,1,99,1,99,16,15,9,7,11,2,28.39444245,14.72608097,0,205,13,"{""type"":""Point"",""coordinates"":[14.726083128781838,28.394440733079993]}"
000000000000000000cd,1,99,1,99,1,99,16,15,9,7,11,2,29.3500688,24.16261791,0,206,13,"{""type"":""Point"",""coordinates"":[24.162620060328244,29.35007067984398]}"
000000000000000000ce,1,99,1,99,1,99,16,15,9,7,11,2,27.87,28.8718,0,207,13,"{""type"":""Point"",""coordinates"":[28.871800878154534,27.870001399083165]}"
000000000000000000cf,1,99,1,99,1,99,16,15,9,7,11,2,25.15872517,22.71084299,0,208,13,"{""type"":""Point"",""coordinates"":[22.710843775751552,25.158725267354367]}"
000000000000000000d0,1,99,1,99,1,99,16,15,9,7,11,2,21.03444305,33.76046317,0,209,13,"{""type"":""Point"",""coordinates"":[33.760464972483064,21.034444734708575]}"
000000000000000000d1,1,99,1,99,1,99,16,15,9,7,11,2,29.0895,39.2092,0,210,13,"{""type"":""Point"",""coordinates"":[39.20920107732651,29.089498650684813]}"
000000000000000000d2,1,99,1,99,1,99,16,15,9,7,11,2,26.7713,45.7944,0,211,13,"{""type"":""Point"",""coordinates"":[45.794401513055384,26.771301195019372]}"
000000000000000000d3,1,99,1,99,1,99,16,15,9,7,11,2,22.86186887,48.19755814,0,212,13,"{""type"":""Point"",""coordinates"":[48.19755822109213,22.861869069330716]}"
000000000000000000d4,1,99,1,99,1,99,16,15,9,7,11,2,20.46442032,47.47167069,0,213,13,"{""type"":""Point"",""coordinates"":[47.471670078803776,20.464420010642375]}"
000000000000000000d5,1,99,1,99,1,99,16,15,9,7,11,2,21.60446578,58.03736589,0,214,13,"{""type"":""Point"",""coordinates"":[58.03736733371008,21.604464999673723]}"
000000000000000000d6,1,99,1,99,1,99,16,15,9,7,11,2,25.89640165,59.24717832,0,215,13,"{""type"":""Point"",""coordinates"":[59.24717941782365,25.896403272828017]}"
000000000000000000d7,1,99,1,99,1,99,16,15,9,7,11,2,29.9976,59.2805,0,216,13,"{""type"":""Point"",""coordinates"":[59.280497820894986,29.997599039320125]}"
000000000000000000d8,1,99,1,99,1,99,16,15,9,7,11,2,26.9185,18.8153,0,217,13,"{""type"":""Point"",""coordinates"":[18.815301749844384,26.918500579894673]}"
000000000000000000d9,1,99,1,99,1,99,16,15,9,7,11,2,20.88355468,8.757672991,0,218,13,"{""type"":""Point"",""coordinates"":[8.757674468967707,20.883553214161026]}"
000000000000000000da,1,99,1,99,1,99,16,15,9,7,11,2,26.11435152,5.208889869,0,219,13,"{""type"":""Point"",""coordinates"":[5.208889977380696,26.1143507550173]}"
000000000000000000db,1,99,1,99,1,99,16,15,9,7,11,2,20.6595,-13.9751,0,220,13,"{""type"":""Point"",""coordinates"":[-13.975099165764696,20.65950122262958]}"
000000000000000000dc,1,99,1,99,1,99,16,15,9,7,11,2,24.06897583,34.3250423,0,221,13,"{""type"":""Point"",""coordinates"":[34.32504067506196,24.068974479104828]}"
000000000000000000dd,1,99,1,99,1,99,16,15,9,7,11,2,22.24155001,42.7937293,0,222,13,"{""type"":""Point"",""coordinates"":[42.793729722957934,22.241550144482698]}"
000000000000000000de,1,99,1,99,1,99,16,15,9,7,11,2,24.5751,6.51508,0,223,13,"{""type"":""Point"",""coordinates"":[6.515081071663436,24.575100285075155]}"
000000000000000000df,1,99,1,99,1,99,16,15,9,7,11,2,25.87963628,59.08587,0,224,13,"{""type"":""Point"",""coordinates"":[59.08587143721524,25.879637052867064]}"
0.00E+00,31,99,36,99,30,99,12,12,1,6,7,2,35.09166368,-1.001480595,0,225,12,"{""type"":""Point"",""coordinates"":[-1.0014784237955168,35.09166270547353]}"
0.00E+00,31,94,30,94,30,94,10,10,1,6,6,2,37.48911223,40.93868358,0,226,4,"{""type"":""Point"",""coordinates"":[40.93868571641076,37.48911176416187]}"
0.00E+00,31,97,30,97,30,97,10,10,1,6,6,2,35.56109416,46.66512907,0,227,4,"{""type"":""Point"",""coordinates"":[46.66513017576175,35.56109456887505]}"
0.00E+00,1,99,1,99,1,99,16,15,9,7,11,2,30.43088957,-7.373159382,0,228,12,"{""type"":""Point"",""coordinates"":[-7.373159264681189,30.430889888683453]}"
0.00E+00,1,96,1,96,1,96,7,7,2,1,5,2,34.72282544,9.483560448,0,229,12,"{""type"":""Point"",""coordinates"":[9.483562611256053,34.722823702736704]}"
0.00E+00,1,99,1,99,1,99,16,15,9,7,11,2,31.80565028,20.69448895,0,230,12,"{""type"":""Point"",""coordinates"":[20.69448732949492,31.805648579865046]}"
0.00E+00,31,99,36,99,30,99,12,12,1,6,7,2,36.86879337,41.26130022,0,231,12,"{""type"":""Point"",""coordinates"":[41.26130167762757,36.868792839313855]}"
0.00E+00,31,99,36,99,30,99,12,12,3,5,8,2,39.0644,-2.06934,0,232,12,"{""type"":""Point"",""coordinates"":[-2.0693394849736824,39.06440068881796]}"
0.00E+00,31,99,36,99,30,99,12,12,1,6,7,2,30.9501,31.0539,0,233,9,"{""type"":""Point"",""coordinates"":[31.05390211056776,30.950098697144586]}"
0.00E+00,31,99,36,99,30,99,12,12,1,6,7,2,38.00883884,40.85802941,0,234,4,"{""type"":""Point"",""coordinates"":[40.85802949655603,38.0088378283452]}"
000000000000000000ea,1,99,1,99,1,99,16,15,9,7,11,2,30.43088957,-3.098488803,0,235,13,"{""type"":""Point"",""coordinates"":[-3.0984866308058296,30.43088988868346]}"
000000000000000000eb,1,99,1,99,1,99,16,15,9,7,11,2,32.94569574,7.467206401,0,236,13,"{""type"":""Point"",""coordinates"":[7.467206164999415,32.94569356889639]}"
000000000000000000ec,1,99,1,99,1,99,16,15,9,7,11,2,30.46442032,5.370198193,0,237,13,"{""type"":""Point"",""coordinates"":[5.370197957989101,30.464422328605366]}"
000000000000000000ed,1,99,1,99,1,99,16,15,9,7,11,2,30.53148181,22.38822635,0,238,13,"{""type"":""Point"",""coordinates"":[22.388227814534744,30.53148274934814]}"
000000000000000000ee,1,99,1,99,1,99,16,15,9,7,11,2,30.43088957,40.4547586,0,239,13,"{""type"":""Point"",""coordinates"":[40.45475731548449,30.43088988868346]}"
000000000000000000ef,1,99,1,99,1,99,16,15,9,7,11,2,32.92893037,56.90820763,0,240,13,"{""type"":""Point"",""coordinates"":[56.908207010350196,32.92893180803648]}"
000000000000000000f0,1,99,1,99,1,99,16,15,9,7,11,2,39.55125329,58.84390751,0,241,13,"{""type"":""Point"",""coordinates"":[58.843907236752116,39.55125426003528]}"
000000000000000000f1,21,92,20,94,20,94,8,8,4,4,4,2,44.2198642,10.53206455,0,242,4,"{""type"":""Point"",""coordinates"":[10.532066714761209,44.21986617647732]}"
000000000000000000f2,14,99,10,99,10,99,4,4,6,4,4,2,44.5329,38.8881,0,243,4,"{""type"":""Point"",""coordinates"":[38.88810121046787,44.532899529530276]}"
000000000000000000f3,21,93,20,85,20,85,8,8,4,1,1,2,43.860275,-1.098893,0,244,4,"{""type"":""Point"",""coordinates"":[-1.098891945409095,43.86027534932534]}"
000000000000000000f4,11,99,10,99,10,99,1,1,7,1,1,2,47.12027399,25.69504698,0,245,5,"{""type"":""Point"",""coordinates"":[25.69504810565862,47.12027507938803]}"
000000000000000000f5,31,99,30,99,30,99,10,10,1,6,6,2,48.32738095,49.5686789,0,246,13,"{""type"":""Point"",""coordinates"":[49.568678285814094,48.32738048916215]}"
000000000000000000f6,31,99,30,99,30,99,10,10,1,6,6,2,49.68537629,54.48858277,0,247,8,"{""type"":""Point"",""coordinates"":[54.48858284212307,49.68537741948383]}"
000000000000000000f7,31,99,36,99,30,99,12,12,1,6,7,2,42.12419239,-5.11484285,0,248,12,"{""type"":""Point"",""coordinates"":[-5.114843077062469,42.12419124068199]}"
000000000000000000f8,31,99,36,99,30,99,12,12,3,5,8,2,48.22678871,1.982723394,0,249,4,"{""type"":""Point"",""coordinates"":[1.982721447010496,48.22678762849747]}"
000000000000000000f9,31,99,36,99,30,99,12,12,1,6,7,2,44.8702,11.9698,0,250,4,"{""type"":""Point"",""coordinates"":[11.969801290120605,44.87019931051609]}"
000000000000000000fa,31,99,36,99,30,99,12,12,1,6,7,2,46.1107,19.9447,0,251,4,"{""type"":""Point"",""coordinates"":[19.944698405560104,46.11069892807946]}"
000000000000000000fb,31,99,36,99,30,99,12,12,3,5,8,2,41.47034279,27.1468219,0,252,4,"{""type"":""Point"",""coordinates"":[27.146819931134264,41.47034433501311]}"
000000000000000000fc,31,99,36,99,30,99,12,12,3,5,8,2,47.0995,33.3209,0,253,8,"{""type"":""Point"",""coordinates"":[33.32090016793753,47.09950012758003]}"
000000000000000000fd,31,99,30,99,30,99,10,10,1,6,6,2,45.42697117,46.10054994,0,254,13,"{""type"":""Point"",""coordinates"":[46.100550014081826,45.42697158625144]}"
000000000000000000fe,32,95,30,95,30,95,10,10,1,6,6,2,47.82441972,53.03680786,0,255,13,"{""type"":""Point"",""coordinates"":[53.03680655754637,47.824420644939785]}"
000000000000000000ff,1,99,1,99,1,99,16,15,9,7,11,2,41.97330402,55.53708687,0,256,13,"{""type"":""Point"",""coordinates"":[55.537086945628225,41.97330417923548]}"
100,15,99,10,99,10,99,5,5,6,4,4,2,57.6045,42.5802,0,257,6,"{""type"":""Point"",""coordinates"":[42.58020120991263,57.604500098946815]}"
101,14,92,10,99,10,99,4,4,6,4,4,2,54.73959081,57.3921326,0,258,4,"{""type"":""Point"",""coordinates"":[57.39213095217541,54.7395900995226]}"
102,11,99,10,98,10,98,1,1,7,1,1,2,59.40036492,9.725522933,0,259,6,"{""type"":""Point"",""coordinates"":[9.725522352618134,59.400362916312666]}"
103,15,99,10,99,10,99,5,5,7,1,1,2,59.65184554,58.68259919,0,260,6,"{""type"":""Point"",""coordinates"":[58.68259925614369,59.65184729752492]}"
104,15,99,10,99,10,99,5,5,6,4,4,2,57.262676,32.216976,0,261,4,"{""type"":""Point"",""coordinates"":[32.2169738974391,57.262674330391775]}"
105,15,99,10,99,10,99,5,5,8,3,3,2,57.25439698,50.617183,0,262,4,"{""type"":""Point"",""coordinates"":[50.61718238931926,57.25439823883657]}"
106,22,76,20,76,20,76,9,9,4,2,2,2,53.90132209,-6.969888573,0,263,4,"{""type"":""Point"",""coordinates"":[-6.969887083609648,53.9013236924853]}"
107,31,99,30,99,30,99,10,10,1,6,6,2,51.9230079,-4.313013,0,264,4,"{""type"":""Point"",""coordinates"":[-4.313011984732884,51.92300783731561]}"
108,31,99,36,99,30,99,12,12,1,6,7,2,53.18041098,-0.114284814,0,265,4,"{""type"":""Point"",""coordinates"":[-0.11428675999981787,53.18041190697261]}"
109,31,99,36,99,30,99,12,12,3,5,8,2,50.88355468,2.572113,0,266,4,"{""type"":""Point"",""coordinates"":[2.572112046951812,50.88355570894895]}"
0000000000000000010a,31,99,36,99,30,99,12,12,1,6,7,2,51.0679738,11.49991449,0,267,4,"{""type"":""Point"",""coordinates"":[11.499914598411639,51.067975210317364]}"
0000000000000000010b,31,99,36,99,30,99,12,12,1,6,7,2,50.58177794,25.61439282,0,268,4,"{""type"":""Point"",""coordinates"":[25.614391885803887,50.58177712695488]}"
0000000000000000010c,22,76,25,78,20,76,14,14,4,4,4,2,56.28200526,30.61495086,0,269,4,"{""type"":""Point"",""coordinates"":[30.614952661967596,56.28200653121267]}"
0000000000000000010d,31,99,36,99,30,99,12,12,1,6,7,2,53.28100323,53.27877034,0,270,8,"{""type"":""Point"",""coordinates"":[53.27877075800951,53.281004767637285]}"
0000000000000000010e,11,99,10,99,10,99,1,1,7,1,1,2,63.17708,44.039567,0,271,6,"{""type"":""Point"",""coordinates"":[44.039566884482284,63.17707881734762]}"
0000000000000000010f,11,86,10,92,10,92,1,1,7,1,1,2,64.16956808,51.18176213,0,272,6,"{""type"":""Point"",""coordinates"":[51.1817625509992,64.16956769341938]}"
110,11,99,10,99,10,99,1,1,7,1,1,2,61.888502,58.35987,0,273,6,"{""type"":""Point"",""coordinates"":[58.35987181740055,61.888501172225986]}"
111,21,98,20,92,20,92,8,8,4,1,1,2,63.88455671,26.74355109,0,274,6,"{""type"":""Point"",""coordinates"":[26.743552209163777,63.88455533138628]}"
112,15,99,10,99,10,99,5,5,6,4,4,2,61.867058,49.164296,0,275,6,"{""type"":""Point"",""coordinates"":[49.164295788580255,61.867057355259966]}"
113,22,73,20,73,20,73,9,9,4,2,2,2,-31.15289244,124.0726842,0,276,12,"{""type"":""Point"",""coordinates"":[124.07268533530598,-31.152894153954254]}"
114,22,98,20,98,20,98,9,9,4,2,2,2,-34.80774408,141.3121265,0,277,12,"{""type"":""Point"",""coordinates"":[141.31212739555943,-34.80774282319852]}"
115,43,83,40,83,40,83,7,7,2,2,5,2,-31.0471,130.138407,0,278,13,"{""type"":""Point"",""coordinates"":[130.13840495740945,-31.047101981461246]}"
116,43,99,40,99,40,99,7,7,2,2,5,2,-30.61640045,129.5167186,0,279,13,"{""type"":""Point"",""coordinates"":[129.51671708853803,-30.616401869809962]}"
117,31,99,36,99,30,99,12,12,1,6,7,2,-31.383803,116.868816,0,280,12,"{""type"":""Point"",""coordinates"":[116.86881584211885,-31.3838042429059]}"
118,31,99,30,99,30,99,10,10,1,6,6,2,-35.86396267,143.0259892,0,281,12,"{""type"":""Point"",""coordinates"":[143.0259873445524,-35.86396117152615]}"
119,42,99,40,99,40,99,7,7,2,4,5,2,-22.17558028,117.2172334,0,282,13,"{""type"":""Point"",""coordinates"":[117.21723216203092,-22.175582203498017]}"
0000000000000000011a,42,90,40,90,40,90,7,7,2,4,5,2,-26.80282364,146.4537145,0,283,8,"{""type"":""Point"",""coordinates"":[146.45371616074044,-26.80282258036618]}"
0000000000000000011b,41,95,40,95,40,95,6,6,2,4,5,2,-26.2009,115.08157,0,284,13,"{""type"":""Point"",""coordinates"":[115.08156800798827,-26.200901906464683]}"
0000000000000000011c,43,95,40,95,40,95,7,7,2,4,5,2,-23.65093324,124.9800232,0,285,13,"{""type"":""Point"",""coordinates"":[124.98002321766113,-23.650933755344276]}"
0000000000000000011d,43,98,40,98,40,98,7,7,2,2,5,2,-29.7199988,126.492255,0,286,13,"{""type"":""Point"",""coordinates"":[126.49225599432046,-29.719997703237844]}"
0000000000000000011e,31,99,30,99,30,99,10,10,1,6,6,2,-24.17065985,145.5463755,0,287,7,"{""type"":""Point"",""coordinates"":[145.54637381928424,-24.17065981952761]}"
0000000000000000011f,43,99,40,99,40,99,7,7,2,1,5,2,-25.36100144,115.9066325,0,288,13,"{""type"":""Point"",""coordinates"":[115.9066310168063,-25.361003468441833]}"
120,43,99,40,99,40,99,7,7,2,4,5,2,-20.29785834,124.8792078,0,289,13,"{""type"":""Point"",""coordinates"":[124.87920740194379,-20.29785920899301]}"
121,43,99,40,99,40,99,7,7,2,4,5,2,-23.24856425,127.9036713,0,290,13,"{""type"":""Point"",""coordinates"":[127.9036729552624,-23.24856231268554]}"
122,43,99,40,99,40,99,7,7,2,2,5,2,-29.38469131,133.2468903,0,291,13,"{""type"":""Point"",""coordinates"":[133.24688889277712,-29.38469114042293]}"
123,43,98,40,98,40,98,7,7,2,4,5,2,-24.0700676,137.8844011,0,292,13,"{""type"":""Point"",""coordinates"":[137.8844030384724,-24.070066958862927]}"
